,Unnamed: 0,Unnamed: 0.1,ape_id,transfer_event_id,transfer_event_time
35,35.0,0.0,ApeGang #9526,1514867864,2021-10-23T21:36:17.409412
36,36.0,0.0,ApeGang #7963,1514821633,2021-10-23T21:32:23.193100
37,37.0,0.0,ApeGang #7064,1514821810,2021-10-23T21:32:24.079411
38,38.0,0.0,ApeGang #2153,1514822004,2021-10-23T21:32:24.930277
39,39.0,0.0,ApeGang #9572,1514821980,2021-10-23T21:32:24.829612
40,40.0,0.0,ApeGang #7391,1514821637,2021-10-23T21:32:23.216420
41,41.0,0.0,ApeGang #7547,1514822035,2021-10-23T21:32:25.093356
42,42.0,0.0,ApeGang #4537,1514773707,2021-10-23T21:28:27.831664
43,43.0,0.0,ApeGang #6362,1514743087,2021-10-23T21:26:12.592150
44,44.0,0.0,ApeGang #8212,1514473702,2021-10-23T21:05:12.388845
45,45.0,0.0,ApeGang #4608,1514357270,2021-10-23T20:56:26.855968
46,46.0,0.0,ApeGang #8212,1514340180,2021-10-23T20:55:05.501834
47,47.0,0.0,ApeGang #5350,1514013099,2021-10-23T20:28:50.199669
48,48.0,0.0,ApeGang #5224,1513612110,2021-10-23T19:57:31.354655
49,49.0,0.0,ApeGang #6693,1513529510,2021-10-23T19:51:33.045278
50,50.0,0.0,ApeGang #1622,1513077089,2021-10-23T19:16:45.599034
51,51.0,0.0,ApeGang #1333,1512811264,2021-10-23T18:56:20.679396
52,52.0,0.0,ApeGang #6616,1512747277,2021-10-23T18:51:28.936074
53,53.0,0.0,ApeGang #1878,1512405548,2021-10-23T18:24:41.407113
54,54.0,0.0,ApeGang #253,1512162598,2021-10-23T18:05:49.274596
55,55.0,0.0,ApeGang #196,1512088657,2021-10-23T18:00:12.112183
56,56.0,0.0,ApeGang #6693,1512000946,2021-10-23T17:53:15.750800
57,57.0,0.0,ApeGang #253,1511855126,2021-10-23T17:42:03.006912
58,58.0,0.0,ApeGang #1878,1511855297,2021-10-23T17:42:03.861495
59,59.0,0.0,ApeGang #2409,1511541369,2021-10-23T17:17:39.260104
60,60.0,0.0,ApeGang #1906,1511450016,2021-10-23T17:10:50.975842
61,61.0,0.0,ApeGang #4123,1511450247,2021-10-23T17:10:52.111694
62,62.0,0.0,ApeGang #6283,1511450531,2021-10-23T17:10:54.038190
63,63.0,0.0,ApeGang #6166,1511200594,2021-10-23T16:51:55.783291
64,64.0,0.0,ApeGang #4340,1510171052,2021-10-23T15:32:27.553937
65,65.0,0.0,ApeGang #9202,1510022735,2021-10-23T15:20:04.961415
66,66.0,0.0,ApeGang #9202,1509701672,2021-10-23T14:55:07.072321
67,67.0,0.0,ApeGang #3895,1508604493,2021-10-23T13:22:03.609538
68,68.0,0.0,ApeGang #1458,1508516517,2021-10-23T13:14:21.604802
69,69.0,0.0,ApeGang #7393,1508256700,2021-10-23T12:52:36.264902
70,70.0,0.0,ApeGang #9995,1508202066,2021-10-23T12:47:50.394743
71,71.0,0.0,ApeGang #7245,1507256658,2021-10-23T11:27:30.787752
72,72.0,0.0,ApeGang #4495,1506960515,2021-10-23T11:02:48.788781
73,73.0,0.0,ApeGang #6019,1506712826,2021-10-23T10:42:06.871356
74,74.0,0.0,ApeGang #4459,1505981896,2021-10-23T09:47:37.527598
75,75.0,0.0,ApeGang #7725,1505188399,2021-10-23T08:39:25.323640
76,76.0,0.0,ApeGang #8232,1505125611,2021-10-23T08:33:30.175098
77,77.0,0.0,ApeGang #8232,1504918341,2021-10-23T08:14:22.773669
78,78.0,0.0,ApeGang #6699,1504777178,2021-10-23T08:00:30.420348
79,79.0,0.0,ApeGang #4472,1504689889,2021-10-23T07:52:08.668208
80,80.0,0.0,ApeGang #743,1504485226,2021-10-23T07:33:29.231192
81,81.0,0.0,ApeGang #6584,1503913004,2021-10-23T06:40:38.759268
82,82.0,0.0,ApeGang #4725,1503752561,2021-10-23T06:27:11.738901
83,83.0,0.0,ApeGang #8303,1503556883,2021-10-23T06:10:42.607075
84,84.0,0.0,ApeGang #4729,1503551055,2021-10-23T06:10:13.046867
85,85.0,0.0,ApeGang #7289,1503210527,2021-10-23T05:39:35.581046
86,86.0,0.0,ApeGang #4459,1502342494,2021-10-23T04:27:13.482908
87,87.0,0.0,ApeGang #6616,1502165441,2021-10-23T04:11:24.227667
88,88.0,0.0,ApeGang #4459,1502120397,2021-10-23T04:07:35.511877
89,89.0,0.0,ApeGang #6616,1502079850,2021-10-23T04:04:09.064154
90,90.0,0.0,ApeGang #85,1501893409,2021-10-23T03:48:31.472311
91,91.0,0.0,ApeGang #1234,1501629838,2021-10-23T03:26:48.496255
92,92.0,0.0,ApeGang #9530,1501578417,2021-10-23T03:22:40.617048
93,93.0,0.0,ApeGang #5072,1501483853,2021-10-23T03:14:32.965528
94,94.0,0.0,ApeGang #7496,1501205053,2021-10-23T02:50:44.699745
95,95.0,0.0,ApeGang #3662,1501036993,2021-10-23T02:37:03.789661
96,96.0,0.0,ApeGang #747,1500742351,2021-10-23T02:14:09.872452
97,97.0,0.0,ApeGang #1469,1500731709,2021-10-23T02:13:21.766213
98,98.0,0.0,ApeGang #9661,1500287028,2021-10-23T01:37:22.043552
99,99.0,0.0,ApeGang #4428,1500167030,2021-10-23T01:27:41.890677
100,100.0,0.0,ApeGang #85,1500000229,2021-10-23T01:13:53.144802
101,101.0,0.0,ApeGang #8272,1499847414,2021-10-23T01:00:57.437836
102,102.0,0.0,ApeGang #2400,1499816520,2021-10-23T00:58:19.183447
103,103.0,0.0,ApeGang #1245,1499412463,2021-10-23T00:24:15.501190
104,104.0,0.0,ApeGang #1858,1499361473,2021-10-23T00:19:49.890713
105,105.0,0.0,ApeGang #4199,1498863371,2021-10-22T23:38:24.981161
106,106.0,0.0,ApeGang #3403,1498777976,2021-10-22T23:30:33.823466
107,107.0,0.0,ApeGang #6803,1498778077,2021-10-22T23:30:34.345691
108,108.0,0.0,ApeGang #8523,1498778173,2021-10-22T23:30:34.762788
109,109.0,0.0,ApeGang #1191,1497609388,2021-10-22T21:54:34.094149
110,110.0,0.0,ApeGang #3068,1497101354,2021-10-22T21:17:28.913553
111,111.0,0.0,ApeGang #7203,1497101447,2021-10-22T21:17:29.275188
112,112.0,0.0,ApeGang #9155,1496945941,2021-10-22T21:05:39.490646
113,113.0,0.0,ApeGang #9243,1496828644,2021-10-22T20:56:26.412666
114,114.0,0.0,ApeGang #2550,1496758294,2021-10-22T20:51:07.722548
115,115.0,0.0,ApeGang #1616,1496621737,2021-10-22T20:40:55.970915
116,116.0,0.0,ApeGang #5623,1496429027,2021-10-22T20:25:23.397185
117,117.0,0.0,ApeGang #947,1496328021,2021-10-22T20:16:47.861602
118,118.0,0.0,ApeGang #7886,1495774659,2021-10-22T19:30:59.798690
119,119.0,0.0,ApeGang #8112,1495043725,2021-10-22T18:26:48.570869
120,120.0,0.0,ApeGang #4725,1494530297,2021-10-22T17:44:19.359166
121,121.0,0.0,ApeGang #9544,1494457036,2021-10-22T17:37:49.228455
122,122.0,0.0,ApeGang #9533,1494395795,2021-10-22T17:32:42.262169
123,123.0,0.0,ApeGang #8059,1494087115,2021-10-22T17:07:55.753678
124,124.0,0.0,ApeGang #14,1493726783,2021-10-22T16:39:03.740847
125,125.0,0.0,ApeGang #9432,1493658082,2021-10-22T16:33:25.573838
126,126.0,0.0,ApeGang #3677,1492839641,2021-10-22T15:26:49.523656
127,127.0,0.0,ApeGang #4725,1492517636,2021-10-22T15:01:04.368696
128,128.0,0.0,ApeGang #5138,1492248480,2021-10-22T14:39:40.166195
129,129.0,0.0,ApeGang #1734,1491829414,2021-10-22T14:04:54.210019
130,130.0,0.0,ApeGang #2274,1491289175,2021-10-22T13:21:08.157551
131,131.0,0.0,ApeGang #9394,1490825457,2021-10-22T12:42:48.802356
132,132.0,0.0,ApeGang #5760,1490781046,2021-10-22T12:38:55.702171
133,133.0,0.0,ApeGang #2090,1490726579,2021-10-22T12:34:14.025749
134,134.0,0.0,ApeGang #7824,1490561603,2021-10-22T12:21:16.202097
135,135.0,0.0,ApeGang #5700,1490032359,2021-10-22T11:32:22.974360
136,136.0,0.0,ApeGang #3129,1489214243,2021-10-22T10:13:30.179603
137,137.0,0.0,ApeGang #5760,1488888578,2021-10-22T09:47:34.947877
138,138.0,0.0,ApeGang #8384,1488575401,2021-10-22T09:21:37.628423
139,139.0,0.0,ApeGang #9556,1488049618,2021-10-22T08:40:47.424557
140,140.0,0.0,ApeGang #9748,1487528391,2021-10-22T07:55:54.666273
141,141.0,0.0,ApeGang #9793,1487208792,2021-10-22T07:26:42.250187
142,142.0,0.0,ApeGang #9086,1487158947,2021-10-22T07:22:20.852085
143,143.0,0.0,ApeGang #8897,1486928968,2021-10-22T07:03:35.094612
144,144.0,0.0,ApeGang #6036,1486906027,2021-10-22T07:01:48.644451
145,145.0,0.0,ApeGang #4591,1486808025,2021-10-22T06:54:12.512460
146,146.0,0.0,ApeGang #6475,1485979389,2021-10-22T05:46:40.403767
147,147.0,0.0,ApeGang #6529,1485892807,2021-10-22T05:39:33.160313
148,148.0,0.0,ApeGang #9493,1485880229,2021-10-22T05:38:26.821237
149,149.0,0.0,ApeGang #7493,1485821870,2021-10-22T05:33:51.356875
150,150.0,0.0,ApeGang #1643,1485265927,2021-10-22T04:49:52.504378
151,151.0,0.0,ApeGang #6670,1484902832,2021-10-22T04:22:59.741213
152,152.0,0.0,ApeGang #9419,1484612420,2021-10-22T04:01:56.487228
153,153.0,0.0,ApeGang #9726,1484591239,2021-10-22T04:00:28.469061
154,154.0,0.0,ApeGang #8417,1484127539,2021-10-22T03:24:20.989911
155,155.0,0.0,ApeGang #510,1483586246,2021-10-22T02:45:18.133865
156,156.0,0.0,ApeGang #3851,1483564278,2021-10-22T02:43:34.315902
157,157.0,0.0,ApeGang #7773,1483511676,2021-10-22T02:39:24.662820
158,158.0,0.0,ApeGang #9759,1483497672,2021-10-22T02:38:14.245440
159,159.0,0.0,ApeGang #6447,1483378680,2021-10-22T02:29:11.575696
160,160.0,0.0,ApeGang #8083,1483274514,2021-10-22T02:21:09.135011
161,161.0,0.0,ApeGang #8320,1482644983,2021-10-22T01:29:22.358101
162,162.0,0.0,ApeGang #512,1482600154,2021-10-22T01:25:48.213876
163,163.0,0.0,ApeGang #2504,1482600224,2021-10-22T01:25:48.568599
164,164.0,0.0,ApeGang #7530,1482551761,2021-10-22T01:21:38.562370
165,165.0,0.0,ApeGang #6019,1482216705,2021-10-22T00:53:49.738147
166,166.0,0.0,ApeGang #743,1482112717,2021-10-22T00:45:53.692036
167,167.0,0.0,ApeGang #661,1481800070,2021-10-22T00:20:49.592547
168,168.0,0.0,ApeGang #2322,1481521638,2021-10-21T23:57:44.042202
169,169.0,0.0,ApeGang #2322,1481225061,2021-10-21T23:35:23.903820
170,170.0,0.0,ApeGang #6750,1481067468,2021-10-21T23:23:09.654146
171,171.0,0.0,ApeGang #1146,1480872185,2021-10-21T23:07:58.883330
172,172.0,0.0,ApeGang #3128,1480864021,2021-10-21T23:07:20.535180
173,173.0,0.0,ApeGang #3469,1480847891,2021-10-21T23:06:05.981964
174,174.0,0.0,ApeGang #9242,1480809566,2021-10-21T23:03:09.432633
175,175.0,0.0,ApeGang #5793,1480807430,2021-10-21T23:02:59.532226
176,176.0,0.0,ApeGang #9418,1480784497,2021-10-21T23:01:09.446147
177,177.0,0.0,ApeGang #3243,1480616967,2021-10-21T22:48:53.870401
178,178.0,0.0,ApeGang #8090,1480540922,2021-10-21T22:43:07.124474
179,179.0,0.0,ApeGang #7046,1480755832,2021-10-21T22:58:58.953461
180,180.0,0.0,ApeGang #9496,1480270561,2021-10-21T22:22:44.113448
181,181.0,0.0,ApeGang #7705,1480232877,2021-10-21T22:19:51.929551
182,182.0,0.0,ApeGang #1272,1479954824,2021-10-21T21:59:15.701571
183,183.0,0.0,ApeGang #997,1479605690,2021-10-21T21:34:39.788685
184,184.0,0.0,ApeGang #1013,1479558266,2021-10-21T21:31:01.370500
185,185.0,0.0,ApeGang #9826,1479526767,2021-10-21T21:28:35.301347
186,186.0,0.0,ApeGang #7161,1478296023,2021-10-21T19:54:50.268363
187,187.0,0.0,ApeGang #1141,1477871723,2021-10-21T19:21:46.737515
188,188.0,0.0,ApeGang #6284,1477725437,2021-10-21T19:10:13.597028
189,189.0,0.0,ApeGang #6015,1477703748,2021-10-21T19:08:28.031302
190,190.0,0.0,ApeGang #4296,1477585234,2021-10-21T18:58:52.360567
191,191.0,0.0,ApeGang #178,1477049344,2021-10-21T18:16:25.689950
192,192.0,0.0,ApeGang #9515,1476799768,2021-10-21T17:55:55.047546
193,193.0,0.0,ApeGang #224,1476792588,2021-10-21T17:55:18.612230
194,194.0,0.0,ApeGang #3279,1476661261,2021-10-21T17:44:54.828652
195,195.0,0.0,ApeGang #4853,1476628237,2021-10-21T17:42:21.660422
196,196.0,0.0,ApeGang #3677,1476586966,2021-10-21T17:39:00.082414
197,197.0,0.0,ApeGang #4857,1476547531,2021-10-21T17:35:34.509946
198,198.0,0.0,ApeGang #5416,1476226043,2021-10-21T17:07:39.071908
199,199.0,0.0,ApeGang #584,1475983773,2021-10-21T16:46:49.197263
200,200.0,0.0,ApeGang #3445,1475298185,2021-10-21T15:53:52.929512
201,201.0,0.0,ApeGang #4383,1475298309,2021-10-21T15:53:53.390358
202,202.0,0.0,ApeGang #5460,1475157448,2021-10-21T15:42:26.631373
203,203.0,0.0,ApeGang #6500,1475054654,2021-10-21T15:34:06.695739
204,204.0,0.0,ApeGang #9847,1474981326,2021-10-21T15:28:25.672077
205,205.0,0.0,ApeGang #6796,1474949287,2021-10-21T15:25:58.925928
206,206.0,0.0,ApeGang #3677,1474924926,2021-10-21T15:24:02.431336
207,207.0,0.0,ApeGang #3677,1474880330,2021-10-21T15:20:44.201562
208,208.0,0.0,ApeGang #3220,1474770092,2021-10-21T15:12:37.256584
209,209.0,0.0,ApeGang #5223,1474739020,2021-10-21T15:10:21.279723
210,210.0,0.0,ApeGang #4927,1474440478,2021-10-21T14:47:13.029933
211,211.0,0.0,ApeGang #5381,1474440535,2021-10-21T14:47:13.293103
212,212.0,0.0,ApeGang #8563,1474440580,2021-10-21T14:47:13.530671
213,213.0,0.0,ApeGang #8911,1474440642,2021-10-21T14:47:13.757487
214,214.0,0.0,ApeGang #9612,1474440688,2021-10-21T14:47:14.002469
215,215.0,0.0,ApeGang #3322,1474192894,2021-10-21T14:27:14.540681
216,216.0,0.0,ApeGang #8543,1474192905,2021-10-21T14:27:14.585685
217,217.0,0.0,ApeGang #3040,1473929258,2021-10-21T14:04:53.029481
218,218.0,0.0,ApeGang #170,1473843248,2021-10-21T13:57:09.558965
219,219.0,0.0,ApeGang #5334,1473698355,2021-10-21T13:44:22.351411
220,220.0,0.0,ApeGang #1368,1473465997,2021-10-21T13:24:14.317002
221,221.0,0.0,ApeGang #1781,1473466064,2021-10-21T13:24:14.662809
222,222.0,0.0,ApeGang #5622,1473466130,2021-10-21T13:24:15.015006
223,223.0,0.0,ApeGang #7964,1473466177,2021-10-21T13:24:15.365521
224,224.0,0.0,ApeGang #9978,1473466258,2021-10-21T13:24:15.738880
225,225.0,0.0,ApeGang #7508,1473233772,2021-10-21T13:04:07.976668
226,226.0,0.0,ApeGang #6185,1473097188,2021-10-21T12:52:19.019914
227,227.0,0.0,ApeGang #3643,1473039467,2021-10-21T12:47:12.344288
228,228.0,0.0,ApeGang #3541,1472990821,2021-10-21T12:43:05.774842
229,229.0,0.0,ApeGang #6013,1472894245,2021-10-21T12:33:46.416127
230,230.0,0.0,ApeGang #1768,1472804077,2021-10-21T12:25:00.392211
231,231.0,0.0,ApeGang #4288,1472743520,2021-10-21T12:19:02.744034
232,232.0,0.0,ApeGang #1765,1472440317,2021-10-21T11:48:57.566241
233,233.0,0.0,ApeGang #8798,1472435750,2021-10-21T11:48:30.381232
234,234.0,0.0,ApeGang #4627,1472433224,2021-10-21T11:48:15.117973
235,235.0,0.0,ApeGang #1189,1472397136,2021-10-21T11:44:46.406365
236,236.0,0.0,ApeGang #8097,1472391845,2021-10-21T11:44:16.505320
237,237.0,0.0,ApeGang #2815,1472358006,2021-10-21T11:41:05.540250
238,238.0,0.0,ApeGang #4024,1472333371,2021-10-21T11:38:46.807680
239,239.0,0.0,ApeGang #2788,1472288082,2021-10-21T11:34:24.740545
240,240.0,0.0,ApeGang #7750,1472206918,2021-10-21T11:26:40.953034
241,241.0,0.0,ApeGang #6474,1472203702,2021-10-21T11:26:23.084173
242,242.0,0.0,ApeGang #4828,1472203756,2021-10-21T11:26:23.296610
243,243.0,0.0,ApeGang #7687,1472168061,2021-10-21T11:22:59.099302
244,244.0,0.0,ApeGang #5525,1472143573,2021-10-21T11:20:42.154092
245,245.0,0.0,ApeGang #5525,1472007244,2021-10-21T11:07:43.097458
246,246.0,0.0,ApeGang #9050,1471890006,2021-10-21T10:56:41.725811
247,247.0,0.0,ApeGang #8060,1471849637,2021-10-21T10:52:47.056709
248,248.0,0.0,ApeGang #9897,1471778824,2021-10-21T10:45:58.609467
249,249.0,0.0,ApeGang #4296,1471712277,2021-10-21T10:40:09.802773
250,250.0,0.0,ApeGang #5017,1471698215,2021-10-21T10:38:58.033516
251,251.0,0.0,ApeGang #6229,1471698259,2021-10-21T10:38:58.260515
252,252.0,0.0,ApeGang #771,1471694178,2021-10-21T10:38:37.695243
253,253.0,0.0,ApeGang #7348,1471694270,2021-10-21T10:38:38.116652
254,254.0,0.0,ApeGang #2782,1471673038,2021-10-21T10:36:48.977122
255,255.0,0.0,ApeGang #2782,1471604042,2021-10-21T10:30:35.130533
256,256.0,0.0,ApeGang #4546,1471411701,2021-10-21T10:13:26.621611
257,257.0,0.0,ApeGang #1506,1471236336,2021-10-21T09:57:32.040306
258,258.0,0.0,ApeGang #4546,1470929223,2021-10-21T09:28:39.573632
259,259.0,0.0,ApeGang #4226,1470246427,2021-10-21T08:27:50.971099
260,260.0,0.0,ApeGang #9793,1469983549,2021-10-21T08:01:12.118705
261,261.0,0.0,ApeGang #9956,1469857124,2021-10-21T07:48:34.739949
262,262.0,0.0,ApeGang #9536,1469026962,2021-10-21T06:25:37.458489
263,263.0,0.0,ApeGang #2706,1468987954,2021-10-21T06:21:30.374811
264,264.0,0.0,ApeGang #9848,1468910030,2021-10-21T06:13:09.225298
265,265.0,0.0,ApeGang #2196,1468894954,2021-10-21T06:11:33.229579
266,266.0,0.0,ApeGang #2061,1468769111,2021-10-21T05:59:06.066673
267,267.0,0.0,ApeGang #3460,1468476250,2021-10-21T05:31:17.651239
268,268.0,0.0,ApeGang #8081,1468061518,2021-10-21T04:51:32.149891
269,269.0,0.0,ApeGang #9884,1468033340,2021-10-21T04:48:49.036029
270,270.0,0.0,ApeGang #8550,1467897181,2021-10-21T04:27:47.141479
271,271.0,0.0,ApeGang #213,1467853802,2021-10-21T03:59:38.059338
272,272.0,0.0,ApeGang #9884,1467542229,2021-10-21T03:18:02.604778
273,273.0,0.0,ApeGang #8117,1467351637,2021-10-21T02:56:12.445741
274,274.0,0.0,ApeGang #7277,1467332107,2021-10-21T02:54:04.451937
275,275.0,0.0,ApeGang #2158,1467320224,2021-10-21T02:52:47.362948
276,276.0,0.0,ApeGang #2409,1467286377,2021-10-21T02:49:14.699793
277,277.0,0.0,ApeGang #9526,1467282535,2021-10-21T02:48:50.727792
278,278.0,0.0,ApeGang #2158,1467177802,2021-10-21T02:37:25.496767
279,279.0,0.0,ApeGang #2158,1467115839,2021-10-21T02:30:24.682145
280,280.0,0.0,ApeGang #4430,1467073239,2021-10-21T02:25:45.420516
281,281.0,0.0,ApeGang #5122,1467036019,2021-10-21T02:21:39.854847
282,282.0,0.0,ApeGang #9845,1466834314,2021-10-21T01:58:53.777910
283,283.0,0.0,ApeGang #667,1466813896,2021-10-21T01:56:40.431092
284,284.0,0.0,ApeGang #790,1466805812,2021-10-21T01:55:50.104965
285,285.0,0.0,ApeGang #3643,1466785007,2021-10-21T01:53:39.027315
286,286.0,0.0,ApeGang #8965,1466659692,2021-10-21T01:39:50.108009
287,287.0,0.0,ApeGang #210,1466533517,2021-10-21T01:25:58.929454
288,288.0,0.0,ApeGang #7078,1466521852,2021-10-21T01:24:42.659348
289,289.0,0.0,ApeGang #4759,1466484389,2021-10-21T01:20:32.322151
290,290.0,0.0,ApeGang #4487,1466169628,2021-10-21T00:45:31.285791
291,291.0,0.0,ApeGang #7631,1466065241,2021-10-21T00:34:22.878998
292,292.0,0.0,ApeGang #5416,1465939838,2021-10-21T00:20:53.728361
293,293.0,0.0,ApeGang #8465,1465919971,2021-10-21T00:18:46.836903
294,294.0,0.0,ApeGang #7631,1465652620,2021-10-20T23:51:21.434405
295,295.0,0.0,ApeGang #210,1465626481,2021-10-20T23:48:39.570692
296,296.0,0.0,ApeGang #7631,1465602815,2021-10-20T23:46:18.455090
297,297.0,0.0,ApeGang #9772,1465512788,2021-10-20T23:37:00.478022
298,298.0,0.0,ApeGang #1497,1465463819,2021-10-20T23:32:03.076286
299,299.0,0.0,ApeGang #1918,1465463817,2021-10-20T23:32:03.062427
300,300.0,0.0,ApeGang #4235,1465143121,2021-10-20T22:57:04.237580
301,301.0,0.0,ApeGang #8590,1465132208,2021-10-20T22:55:48.338701
302,302.0,0.0,ApeGang #1898,1465019292,2021-10-20T22:42:46.071408
303,303.0,0.0,ApeGang #6584,1464992904,2021-10-20T22:39:45.258315
304,304.0,0.0,ApeGang #9367,1464980857,2021-10-20T22:38:22.554846
305,305.0,0.0,ApeGang #4796,1464960122,2021-10-20T22:36:02.476828
306,306.0,0.0,ApeGang #8971,1464908799,2021-10-20T22:30:11.071543
307,307.0,0.0,ApeGang #881,1464870708,2021-10-20T22:25:43.535615
308,308.0,0.0,ApeGang #3302,1464844511,2021-10-20T22:22:49.017482
309,309.0,0.0,ApeGang #7461,1464822087,2021-10-20T22:20:18.250764
310,310.0,0.0,ApeGang #9725,1464800758,2021-10-20T22:17:53.056684
311,311.0,0.0,ApeGang #5181,1464758598,2021-10-20T22:13:17.134403
312,312.0,0.0,ApeGang #4024,1464755847,2021-10-20T22:13:00.741682
313,313.0,0.0,ApeGang #4593,1464718162,2021-10-20T22:08:54.173572
314,314.0,0.0,ApeGang #881,1464718302,2021-10-20T22:08:54.884134
315,315.0,0.0,ApeGang #6584,1464669767,2021-10-20T22:03:39.420184
316,316.0,0.0,ApeGang #8232,1464486956,2021-10-20T21:44:10.159181
317,317.0,0.0,ApeGang #3617,1463957489,2021-10-20T20:47:36.104907
318,318.0,0.0,ApeGang #7964,1463854064,2021-10-20T20:37:28.192541
319,319.0,0.0,ApeGang #6039,1463854066,2021-10-20T20:37:28.201592
320,320.0,0.0,ApeGang #1368,1463783567,2021-10-20T20:30:32.764656
321,321.0,0.0,ApeGang #5622,1463782957,2021-10-20T20:30:29.886560
322,322.0,0.0,ApeGang #1781,1463783035,2021-10-20T20:30:30.245207
323,323.0,0.0,ApeGang #7964,1463774950,2021-10-20T20:29:49.725101
324,324.0,0.0,ApeGang #8081,1463775009,2021-10-20T20:29:50.084125
325,325.0,0.0,ApeGang #9978,1463774978,2021-10-20T20:29:49.878707
326,326.0,0.0,ApeGang #8232,1463775023,2021-10-20T20:29:50.191828
327,327.0,0.0,ApeGang #1375,1463745482,2021-10-20T20:27:12.288929
328,328.0,0.0,ApeGang #3617,1463700599,2021-10-20T20:22:33.592597
329,329.0,0.0,ApeGang #6505,1463653758,2021-10-20T20:17:55.417886
330,330.0,0.0,ApeGang #2393,1463611682,2021-10-20T20:13:29.297977
331,331.0,0.0,ApeGang #6505,1463181328,2021-10-20T19:28:18.854192
332,332.0,0.0,ApeGang #6511,1462908717,2021-10-20T19:00:04.139530
333,333.0,0.0,ApeGang #6921,1462857727,2021-10-20T18:54:20.775328
334,334.0,0.0,ApeGang #5960,1462698797,2021-10-20T18:38:02.357877
335,335.0,0.0,ApeGang #7475,1462649322,2021-10-20T18:32:51.268484
336,336.0,0.0,ApeGang #5901,1462550908,2021-10-20T18:22:42.880997
337,337.0,0.0,ApeGang #7600,1462468471,2021-10-20T18:13:25.770469
338,338.0,0.0,ApeGang #6179,1462457370,2021-10-20T18:12:13.068552
339,339.0,0.0,ApeGang #3539,1462448232,2021-10-20T18:11:10.195132
340,340.0,0.0,ApeGang #5017,1462416279,2021-10-20T18:07:25.734121
341,341.0,0.0,ApeGang #5617,1462395361,2021-10-20T18:05:00.390963
342,342.0,0.0,ApeGang #9944,1462347573,2021-10-20T17:59:24.695893
343,343.0,0.0,ApeGang #9447,1462311720,2021-10-20T17:55:06.881593
344,344.0,0.0,ApeGang #6967,1462299959,2021-10-20T17:53:36.937784
345,345.0,0.0,ApeGang #7893,1462238979,2021-10-20T17:47:00.968615
346,346.0,0.0,ApeGang #191,1462142115,2021-10-20T17:36:17.235327
347,347.0,0.0,ApeGang #4901,1461911076,2021-10-20T17:10:52.252988
